,id,title,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,OMDb_Year,OMDb_Runtime,OMDb_Plot,OMDb_imdbVotes,OMDb_Poster,IMDB_Score
970,972,Passion Fish ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,135,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",6188,https://m.media-amazon.com/images/M/MV5BMjdjNmJjODQtYmY2Yy00MmFmLWJiNzYtYjYzN2Q1NDdkZGY0XkEyXkFqcGc@._V1_SX300.jpg,7.3
972,974,Eye for an Eye ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,101,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",19311,https://m.media-amazon.com/images/M/MV5BYzg3MDc5ZWEtMTc3Ny00YWEzLTlmMTgtMjk3NGJjMmNjOTYyXkEyXkFqcGc@._V1_SX300.jpg,6.2
973,975,Fear ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,97,"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",56939,https://m.media-amazon.com/images/M/MV5BMmNiNDEyYjUtN2YzYi00MTBlLWIzNzYtOGM2YWUzNTY4ZDNlXkEyXkFqcGc@._V1_SX300.jpg,6.2
974,976,Solo ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996,94,A robot soldier named Solo escapes after learning he will be deprogrammed and helps a village who are under attack by rebels.,4601,https://m.media-amazon.com/images/M/MV5BZGRiYzgwODgtZTg3NC00MmU3LTlhNmYtYjM5MzQwMGU1OGZlXkEyXkFqcGc@._V1_SX300.jpg,4.1
975,977,The Substitute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,114,Shale's Mercenary team is retired after a (not so) covert mission in Cuba. He becomes a substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.,16378,https://m.media-amazon.com/images/M/MV5BNjU3MTc2YzUtZmJmMy00Y2I1LWJkOGMtMmFlMTQ2ZjJlY2Y2XkEyXkFqcGc@._V1_SX300.jpg,6.0
976,978,Heaven's Prisoners ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1996,132,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",5921,https://m.media-amazon.com/images/M/MV5BY2NiNTRiYjktNDBlNS00ZGJkLTgwMmMtNmEwMTAzNzY2YzM4XkEyXkFqcGc@._V1_SX300.jpg,5.8
977,979,The Trigger Effect,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,94,"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",8189,https://m.media-amazon.com/images/M/MV5BYzBhOTQwM2EtMjRhMy00NDc5LWEzOWEtY2VkYTZhZWIxYzhlXkEyXkFqcGc@._V1_SX300.jpg,5.7
978,980,Mother Night ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,114,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",5661,https://m.media-amazon.com/images/M/MV5BZmQyZDY1YWUtYjBmNC00NDAxLWE4NWQtODQ2ZGIzNTljZTZkXkEyXkFqcGc@._V1_SX300.jpg,7.1
979,981,Dangerous Ground ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,95,"Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid and left in fear of his life) to bury his father. He meets up with his brother Ernest, who tells him he couldn't contact...",2029,https://m.media-amazon.com/images/M/MV5BYTk5YjFkZjgtZmVmOS00MGQyLTkyNzYtMzk5ZGEzNDM3ZmEyXkEyXkFqcGdeQXVyMTkzMjM1NzE@._V1_SX300.jpg,4.4
980,982,Maximum Risk ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,101,"While seeking answers to the death of the twin brother he never knew he had, a French cop and his sibling's fiancee find themselves pursued by corrupt FBI agents and the Russian mafia.",24407,https://m.media-amazon.com/images/M/MV5BOGFkYjU2NzktOWIwOS00OGQyLWJkODEtZjVkYzkwOThlMWY0XkEyXkFqcGc@._V1_SX300.jpg,5.6
981,983,The Rich Man's Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,95,A rich man's wife goes on a trip to a cabin with her husband. He's preoccupied with business and leaves early. A man she meets offers to kill her husband. He's crazy and she leaves. He later tracks down the couple.,3535,https://m.media-amazon.com/images/M/MV5BZmJhNjBjMzItODQzMi00ZGQ5LWJmM2ItMGE4N2EzNjU0MmFjXkEyXkFqcGc@._V1_SX300.jpg,5.3
982,984,Shadow Conspiracy ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,103,"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting...",5312,https://m.media-amazon.com/images/M/MV5BODk5NGM4NDctNWI0OC00OTBmLWIwNzQtYmYwMjVkZDZmODc0XkEyXkFqcGc@._V1_SX300.jpg,4.9
983,985,Blood & Wine ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,153,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",616702,https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_SX300.jpg,7.6
984,986,Turbulence ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,100,"After a shootout on a flight transporting prisoners, a flight attendant must outwit a smooth-talking serial killer and land the plane herself.",12972,https://m.media-amazon.com/images/M/MV5BYWI5MDkyMzEtNTc3ZC00YjBmLWJlNDItN2Y2ZGE4NDRiYTA2XkEyXkFqcGc@._V1_SX300.jpg,5.0
985,987,Underworld ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,121,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",291242,https://m.media-amazon.com/images/M/MV5BOWIwZjFkYjktZTI3My00YzhkLWI5NmUtZDYyMTg5ZWVmODZkXkEyXkFqcGc@._V1_SX300.jpg,7.0
986,988,The Beautician and the Beast,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,105,"A New York City cosmetologist, mistakenly thought to be a science teacher, is offered a job to teach the children of an Eastern European dictator.",10076,https://m.media-amazon.com/images/M/MV5BNzEyNGM1NDMtMDI3MS00NzdhLWI5OWQtNzY3NGNkYTEwYmMzXkEyXkFqcGc@._V1_SX300.jpg,5.5
987,989,Cats Don't Dance ,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,75,"Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",8745,https://m.media-amazon.com/images/M/MV5BMjc0ZGRlZjgtZmJhNi00NzhkLWI0MmItNWNjZmI3YzkzNzkwXkEyXkFqcGc@._V1_SX300.jpg,6.9
988,990,Anna Karenina ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2012,129,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",108201,https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,6.6
989,991,Keys to Tulsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997,113,"Richter is a lazy son of a wealthy woman, who's put up with too much so no more money. He's about to lose his local newspaper job arranged by his mom. Richter owes money to a violent drug dealer/blackmailer but sees his wife. Deat...",1827,https://m.media-amazon.com/images/M/MV5BNmFkZmIwM2QtYzZkNi00ODJlLWI5MWItMTIzMGNhZmU5ZWJkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,5.1
990,992,Head Above Water ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,92,"A prominent judge, his wife, her ex-lover, and their neighbor encounter a dead body that complicates their lives.",8400,https://m.media-amazon.com/images/M/MV5BZDU0MTY1MzAtYzUzOC00ZTdlLTg2NGYtODFmYjQyZDE2Y2YyXkEyXkFqcGc@._V1_SX300.jpg,6.0
991,993,Hercules ,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,93,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,261230,https://m.media-amazon.com/images/M/MV5BMmUyZGY1ZjItMWYwZS00MjJjLTg1YzAtY2Q5OTA4MmFhYzFjXkEyXkFqcGc@._V1_SX300.jpg,7.3
992,994,The Last Time I Committed Suicide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,92,"In 1946 Denver, an aspiring writer who enjoys irresponsible adventures with his friend writes a letter about his life before and after the suicide attempt by his sad, commitment-seeking girlfriend.",2482,https://m.media-amazon.com/images/M/MV5BMjI2YTBhYTktZTBkNC00ODUwLTk2OWYtMmVkMTM5YTg0NzZjXkEyXkFqcGc@._V1_SX300.jpg,5.5
993,995,"Kiss Me, Guido ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,86,"Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza baker (and aspiring actor), decides to move o...",2130,https://m.media-amazon.com/images/M/MV5BOTQ1ZWI5NjItMWMyZS00YmYzLTkxYWUtMTcwZTc0YWNkNjcyXkEyXkFqcGc@._V1_SX300.jpg,6.0
994,996,The Big Green,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,100,"A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success.",11255,https://m.media-amazon.com/images/M/MV5BNzk0YTczMGQtNjc3Yi00ZmY4LTljYTctMTRkNjlmNDBkYmEwXkEyXkFqcGc@._V1_SX300.jpg,5.5
995,997,Stuart Saves His Family ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,95,A self-help advocate struggles to put his dysfunctional family in its place.,3004,https://m.media-amazon.com/images/M/MV5BMzY0MDRkYTgtYjgyOC00MDk0LTgyMjAtNDA0NGFiYTgyYjE4XkEyXkFqcGc@._V1_SX300.jpg,5.3
996,998,Cabin Boy ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,80,A snobby finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.,9297,https://m.media-amazon.com/images/M/MV5BNzE3YzI1NDgtY2EzYy00ZDllLWI5OWUtYTc5NDQ3M2MzZmY1XkEyXkFqcGc@._V1_SX300.jpg,5.3
997,999,Clean Slate ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,128,"A pathetic police chief, humiliated by everyone around him, suddenly wants a clean slate in life - and resorts to drastic means to do so.",6863,https://m.media-amazon.com/images/M/MV5BMTQ5NjlhNWEtMDdmZC00ZmY5LTgzNWQtYzgyNmJhYTY5NTYzXkEyXkFqcGc@._V1_SX300.jpg,7.3
998,1000,Lightning Jack ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,98,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last...",7369,https://m.media-amazon.com/images/M/MV5BMWJiNGE2ZTctN2I3YS00YmE2LWE4ZWItNDM0NDAzYzI1Y2NkXkEyXkFqcGc@._V1_SX300.jpg,5.5
999,1001,The Stupids,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,94,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",7269,https://m.media-amazon.com/images/M/MV5BMWUwYjgwZDQtZjEwZi00OTlkLTkxYzUtMjlmMmMyMzUwYjkzXkEyXkFqcGc@._V1_SX300.jpg,4.3
1000,1002,The Pest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,84,"A Miami con man agrees to be the human target for a Neo-Nazi manhunter in order to collect $50,000 if he survives.",9420,https://m.media-amazon.com/images/M/MV5BMTdiMzM4NDYtZTMxZi00OTEyLWFiOWMtNjdkNWNhYWY3ZjQ4XkEyXkFqcGc@._V1_SX300.jpg,4.8
1002,1004,Geronimo: An American Legend ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1993,115,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.,13939,https://m.media-amazon.com/images/M/MV5BOWFjMTk3MjItZWRlNS00ZmFiLWJhMWQtNmZhMzQ4MjkxMGI1XkEyXkFqcGc@._V1_SX300.jpg,6.5
1004,1006,Until the End of the World ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1991,287,"In 1999, Claire Tourneur's life is forever changed after she survives a car crash. She rescues Sam and travels the world with him. Writer Eugene Fitzpatrick follows and writes their story as a method of recording dreams is being d...",11652,https://m.media-amazon.com/images/M/MV5BYTMzZjk4Y2YtOWZiOS00OThkLWI5MzgtMDI4Mjg1MjU5NGZjXkEyXkFqcGc@._V1_SX300.jpg,6.8
1005,1007,Waiting for Guffman ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,84,An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.,31249,https://m.media-amazon.com/images/M/MV5BMGY1MjZiOGEtNDE5Mi00N2EwLWI4OGMtYWZkNzJmYjI5ZWQwXkEyXkFqcGc@._V1_SX300.jpg,7.4
1006,1008,I Shot Andy Warhol ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,103,"The story of Valerie Solanas, a '60s radical who preached misandry in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but after he repeatedly ignored her, she shot him.",7200,https://m.media-amazon.com/images/M/MV5BMmY3YjJmOTMtYWE3Yy00MzM0LTgwNmQtYzIwMjIzYzFiZGNmXkEyXkFqcGc@._V1_SX300.jpg,6.6
1007,1009,Stealing Beauty ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,118,"After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.",30969,https://m.media-amazon.com/images/M/MV5BOWRhYWZjNGQtNmQxOC00ZDY3LTlkOTktNzU1ZTE3MTE0YmM2XkEyXkFqcGc@._V1_SX300.jpg,6.5
1008,1010,Basquiat ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,107,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",22490,https://m.media-amazon.com/images/M/MV5BMTk3NTk3MzU5N15BMl5BanBnXkFtZTgwNjIwMDcyMTI@._V1_SX300.jpg,6.9
1009,1011,2 Days in the Valley ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,104,48 hours of intersecting lives and crimes in Los Angeles.,22076,https://m.media-amazon.com/images/M/MV5BMDY0MTFmODgtMWNjNS00MmM4LWIwODctN2MxOTNkMzc0YTFjXkEyXkFqcGc@._V1_SX300.jpg,6.5
1010,1012,Private Parts ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,109,"The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.",39628,https://m.media-amazon.com/images/M/MV5BN2Q1YWY5OGMtMzM1ZC00OGU3LTlmMTgtNTgxZmIxYTczYjU5XkEyXkFqcGc@._V1_SX300.jpg,6.9
1011,1013,Anaconda ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,89,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",114315,https://m.media-amazon.com/images/M/MV5BMmU2ZGYyZDAtZGM3My00NjQ4LTlmZmQtNzY4OGRlNDFjNTE4XkEyXkFqcGc@._V1_SX300.jpg,4.9
1012,1014,Romy and Michele's High School Reunion ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,92,"Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.",55052,https://m.media-amazon.com/images/M/MV5BNDQ4ZmRkYTMtOWJhMC00N2Q3LWE0OTktMWJkNDg3ZDhmOGVlXkEyXkFqcGc@._V1_SX300.jpg,6.3
1013,1015,Shiloh ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,93,"A small-town Southern boy named Marty Preston must rescue a young beagle from his abusive owner, Judd Travers.",3829,https://m.media-amazon.com/images/M/MV5BZjU2YzYxMjktMzExMC00YTc3LTkyN2QtNDU2NDE5NzljZmQ5XkEyXkFqcGc@._V1_SX300.jpg,6.3
1014,1016,Con Air ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,115,Newly-paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner-transport plane when the passengers seize control.,326268,https://m.media-amazon.com/images/M/MV5BODcxOGFjOTEtM2M3Zi00ZWNiLWFjMTYtZDQ0Yjg2NTE2MzNiXkEyXkFqcGc@._V1_SX300.jpg,6.9
1015,1017,Trees Lounge ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,95,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",17912,https://m.media-amazon.com/images/M/MV5BZDI2Yjk0MDMtMDQ5OC00N2M4LWJkZWUtYjlkNWY2NDFhYjVmXkEyXkFqcGc@._V1_SX300.jpg,7.1
1016,1018,Tie Me Up! Tie Me Down! ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,101,An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.,32720,https://m.media-amazon.com/images/M/MV5BN2M5OGY1MDEtZmJmYy00OGEyLTg5MzQtMDhjNzA5YzExNDI1XkEyXkFqcGc@._V1_SX300.jpg,7.0
1018,1020,Gaslight ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1944,114,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the house rises from a secret that may require driving his wif...",35088,https://m.media-amazon.com/images/M/MV5BMTQxOTQwY2EtZjU0My00NDNlLWExMjUtMDg0ODc0YTYxNjVkXkEyXkFqcGc@._V1_SX300.jpg,7.8
1019,1021,8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,107,"Ireland, 2007. As the economy teeters on the brink of a dramatic downturn, the lives of four workers at a software company are about to reach drastic turning points. Though the day begins like a usual Monday at work - another 8.5 ...",58,https://m.media-amazon.com/images/M/MV5BMjA2MTM0MzU3OF5BMl5BanBnXkFtZTcwODU2NzQ4OQ@@._V1_SX300.jpg,6.4
1020,1022,"Fast, Cheap & Out of Control ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,80,"An exploration of the careers of four unrelated professionals: a lion tamer, a robotics expert, a topiary gardener, and a naked mole rat specialist.",3990,https://m.media-amazon.com/images/M/MV5BNWMwNjZhOWUtN2UxZC00OWE1LTljNmMtZjc0MDk4MWE3MmEzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,7.1
1021,1023,Fathers' Day ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,98,A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.,16703,https://m.media-amazon.com/images/M/MV5BODUzMTY3NmUtYTI2Mi00NWE3LWEyMmMtMjQ5YzA2ZmNmMjE0XkEyXkFqcGc@._V1_SX300.jpg,5.3
1022,1024,Mrs. Dalloway ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,97,"In 1923 London, socialite Clarissa Dalloway's well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.",4306,https://m.media-amazon.com/images/M/MV5BOTc1NTk4MzQtODA3NC00NjBkLWIwZDUtODEzZjhmOGZkOGRjXkEyXkFqcGc@._V1_SX300.jpg,6.5
1023,1025,Fire Down Below ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1997,105,A federal agent uncovers lucrative toxic waste dumps in Appalachia and must deal with the locals who want to keep their 'gold mine' secret.,19429,https://m.media-amazon.com/images/M/MV5BYmIwMWY0NzktMGRmMi00MjQ1LTk5NmQtN2I3YjAxZjgyNGFmXkEyXkFqcGc@._V1_SX300.jpg,5.1
1024,1026,The Lay of the Land,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,94,"Harvey Dankworth is having an affair on the side, and the problems in his family life with wife Mary Jane arise. But she is also not interested in sex with him.. They start going to psychiatrists and Mary Jane starts to have wild ...",72,https://m.media-amazon.com/images/M/MV5BMTgyODA1ODU0OF5BMl5BanBnXkFtZTcwNTQxMTIyMQ@@._V1_SX300.jpg,4.8
1025,1027,The Shooter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,90,A reporter confronts the Danish foreign minister on TV about broken promises on ecological policies with offshore oil drilling NE of Greenland. A geophysicist/sharpshooter is angered and loose in Copenhagen.,1850,https://m.media-amazon.com/images/M/MV5BMWFiOTBiNTUtMTdhMy00YjE5LWE3NmUtYjU1OTBlYTNjNGMzXkEyXkFqcGc@._V1_SX300.jpg,5.6
1026,1028,Grumpier Old Men ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,101,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.",30180,https://m.media-amazon.com/images/M/MV5BMjc0OWM2YTktZWYyMi00YzU1LTljYmEtYmMyNTRlMWFlMzI4XkEyXkFqcGc@._V1_SX300.jpg,6.7
1028,1030,The Beverly Hillbillies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,92,Nice guy redneck Jed Clampett strikes it rich when he finds black oil. He and his kin move to posh Beverly Hills.,20140,https://m.media-amazon.com/images/M/MV5BNDY1ZTA4ZjYtYTQ4YS00M2U4LTljZjktNzA2NjYyNzY1ZWFkXkEyXkFqcGc@._V1_SX300.jpg,5.0
1029,1031,Lassie ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,94,"When a family of 4 moves from Baltimore to a farm in rural Virginia, they adopt an abandoned collie. The dog becomes the son's companion and protector, helping him adapt to rural life.",6782,https://m.media-amazon.com/images/M/MV5BNDNkZDk0ODktYjc0My00MzY4LWE3NzgtNjU5NmMzZDA3YTA1XkEyXkFqcGc@._V1_SX300.jpg,5.8
1030,1032,Little Big League ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,119,A young boy is bequeathed the ownership of a professional baseball team.,11804,https://m.media-amazon.com/images/M/MV5BYjUzYjFlMjYtZGRjOC00YjI0LWE0YzItNzJmYzc3MGU2OWFlXkEyXkFqcGc@._V1_SX300.jpg,6.2
1031,1033,Homeward Bound II: Lost in San Francisco ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,88,"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take t...",16566,https://m.media-amazon.com/images/M/MV5BODUxMjZkN2EtMDkyMC00MmQ2LTlhYmYtZTIwODAyOTFmMGRjXkEyXkFqcGc@._V1_SX300.jpg,5.9
1032,1034,The Quest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,95,"A group of gentlemen of fortune visits a legendary ""Lost City"", located in Tibet. They plan to steal a priceless statue ""Golden Dragon"" during the martial arts tournament.",28770,https://m.media-amazon.com/images/M/MV5BMzkxNjYzZmEtZTA4Ni00MzBhLWE2N2UtZWM3N2M3YTA5ZmE1XkEyXkFqcGc@._V1_SX300.jpg,5.6
1033,1035,Cool Runnings ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,98,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",116495,https://m.media-amazon.com/images/M/MV5BOTUwMDdkMWMtYTE1Yy00NGZiLTliM2ItMTVlOTkxMTY1MDc3XkEyXkFqcGc@._V1_SX300.jpg,7.0
1034,1036,Drop Dead Fred ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1991,103,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,32294,https://m.media-amazon.com/images/M/MV5BOGZmZGE5YzQtOTFlOS00NmZiLWI3YTYtMjNiZmU4ZTM5MDY5XkEyXkFqcGc@._V1_SX300.jpg,5.9
1035,1037,Grease 2 ,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1982,115,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,39264,https://m.media-amazon.com/images/M/MV5BYmMyODA2YjAtMDNhMS00OTFlLThjYjctOTMyODk0OTU1ZWYwXkEyXkFqcGc@._V1_SX300.jpg,4.6
1036,1038,Switchback ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,118,An FBI agent tries to catch a serial killer who kidnapped his son.,15496,https://m.media-amazon.com/images/M/MV5BMjZlYTBjYjEtMDVmMS00NGY2LTllZmQtZWYxZDM3Y2M1YjRjXkEyXkFqcGc@._V1_SX300.jpg,6.4
1037,1039,Hamlet ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,242,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",40594,https://m.media-amazon.com/images/M/MV5BNGNjM2NkMmItMjg4YS00OWZiLTk4ZTAtMTUzMzhkNTUxZDc5XkEyXkFqcGc@._V1_SX300.jpg,7.7
1038,1040,Two if by Sea ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,96,"A couple steals a Matisse painting on contract, and manage to evade the police. The sale takes place four days later on an island, but things don't go as planned.",6461,https://m.media-amazon.com/images/M/MV5BYzRjYWVlNzEtZDRhMS00OGExLTk1MGEtOWU0NjRkM2ViNmYyXkEyXkFqcGc@._V1_SX300.jpg,5.3
1039,1041,Forget Paris ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,101,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.",13276,https://m.media-amazon.com/images/M/MV5BZGJhNjAwODgtYzk3OS00MmYyLWJmMWUtMGE1MTE5YjA5YjAzXkEyXkFqcGc@._V1_SX300.jpg,6.5
1040,1042,Just Cause ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,102,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,30156,https://m.media-amazon.com/images/M/MV5BYzJkYjFhZmMtMDZiZi00YjE0LTlhZTAtZGUyNGFkOWVhODk3XkEyXkFqcGc@._V1_SX300.jpg,6.4
