id,title,day,month,year,IMDB_url,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,OMDb_imdbRating,OMDb_Year,OMDb_Genre,OMDb_Rated,OMDb_Runtime,OMDb_Plot,OMDb_Ratings,OMDb_BoxOffice,OMDb_Metascore,OMDb_imdbVotes,OMDb_Released,OMDb_Poster,OMDb_Rating
812,Andre ,1,1,1994,http://us.imdb.com/M/title/exact?Andre%20(1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1994,"Adventure, Drama, Family",PG,94 min,The true story of how a seal named Andre befriended a little girl named Toni and her family in 1962.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]","$16,820,893",N/A,"7,344",17 Aug 1994,https://m.media-amazon.com/images/M/MV5BOWU1ZWVkNTYtMGQ5Zi00OTQ2LWIzMGEtODQ1MGM1MjEyZGY4XkEyXkFqcGc@._V1_SX300.jpg,5.7
813,The Celluloid Closet,15,3,1996,"http://us.imdb.com/M/title/exact?Celluloid%20Closet,%20The%20(1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1995,"Documentary, History",R,102 min,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]","$1,400,591",N/A,"7,640",15 Mar 1996,https://m.media-amazon.com/images/M/MV5BNzhlM2E1MWUtMzkzMy00YTIzLTljZjYtMGQ4Njc2MzY4ODg0XkEyXkFqcGc@._V1_SX300.jpg,7.8
814,A Great Day in Harlem,1,1,1994,"http://us.imdb.com/M/title/exact?Great%20Day%20in%20Harlem,%20A%20(1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1994,"Documentary, Music",Not Rated,60 min,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]","$527,034",N/A,495,24 Feb 1995,https://m.media-amazon.com/images/M/MV5BYzMyZWQxYWYtYWIzYy00ZTAwLWIyYWMtMjNlOWI5NGNiNmM2XkEyXkFqcGc@._V1_SX300.jpg,7.4
815,One Fine Day ,30,11,1996,http://us.imdb.com/M/title/exact?One%20Fine%20Day%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1996,"Comedy, Drama, Romance",PG,108 min,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","$46,151,454",56,"49,241",20 Dec 1996,https://m.media-amazon.com/images/M/MV5BNTRiMjllNGMtNDgxMi00ODQ5LWJlZDktOWMyYTNjODM3NWM5XkEyXkFqcGc@._V1_SX300.jpg,6.5
816,Candyman: Farewell to the Flesh ,1,1,1995,http://us.imdb.com/M/title/exact?Candyman:%20Farewell%20to%20the%20Flesh%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1995,"Horror, Thriller",R,95 min,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","$13,940,383",41,"14,839",17 Mar 1995,https://m.media-amazon.com/images/M/MV5BYmU2YjRiMDItZTRiNi00NmVjLTg1YTUtYWJjYzQ3YmU4MmFhXkEyXkFqcGc@._V1_SX300.jpg,5.2
817,Frisk ,29,3,1996,http://us.imdb.com/M/title/exact?Frisk%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1995,"Drama, Thriller",Unrated,88 min,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what i...","[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]","$87,433",N/A,721,22 Mar 1996,https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_SX300.jpg,4.9
818,Girl 6 ,22,3,1996,http://us.imdb.com/M/title/exact?Girl%206%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Drama",R,108 min,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","$4,939,939",44,"6,711",22 Mar 1996,https://m.media-amazon.com/images/M/MV5BNDkwNDU4ZDMtZTRhYy00ZGY4LThlMTUtNDQ2ZGE3YWQwM2U4XkEyXkFqcGc@._V1_SX300.jpg,5.3
819,Eddie ,31,5,1996,http://us.imdb.com/M/title/exact?Eddie%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Sport",PG-13,100 min,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin, as coach. Season victory?","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}]","$31,387,164",N/A,"11,578",31 May 1996,https://m.media-amazon.com/images/M/MV5BM2UwZWQ0NWMtMWEzYi00NDk4LTg3MTEtMjM2MGFlNGFhYWUzXkEyXkFqcGc@._V1_SX300.jpg,5.2
820,Space Jam ,15,11,1996,http://us.imdb.com/M/title/exact?Space%20Jam%20(1996),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1996,"Animation, Adventure, Comedy",PG,88 min,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","$90,594,962",59,"218,147",15 Nov 1996,https://m.media-amazon.com/images/M/MV5BZGQ3ZDk0M2MtZDNmNi00OWE3LThiODUtMTU3NmVjMTA0ZGQyXkEyXkFqcGc@._V1_SX300.jpg,6.5
821,Mrs. Winterbourne ,19,4,1996,http://us.imdb.com/M/title/exact?Mrs.%20Winterbourne%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1996,"Comedy, Drama, Romance",PG-13,105 min,"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]","$10,082,005",35,"8,886",19 Apr 1996,https://m.media-amazon.com/images/M/MV5BMDQyZDhhNGUtNmIxMC00MWQ0LThlMzctMzg2M2RmMThhOWRlXkEyXkFqcGc@._V1_SX300.jpg,6.2
822,Faces ,1,1,1968,http://us.imdb.com/M/title/exact?Faces%20(1968),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1968,Drama,R,130 min,"A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",N/A,88,"12,006",17 Oct 1968,https://m.media-amazon.com/images/M/MV5BNmNlOTk1ZmYtZmNiMi00NzZkLWFhY2EtNWE2YTkyZDhkYjg5XkEyXkFqcGc@._V1_SX300.jpg,7.4
823,Mulholland Falls ,26,4,1996,http://us.imdb.com/M/title/exact?Mulholland%20Falls%20(1996),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,1996,"Crime, Drama, Mystery",R,107 min,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","$11,526,099",51,"19,699",26 Apr 1996,https://m.media-amazon.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@._V1_SX300.jpg,6.3
824,The Great White Hype,3,5,1996,"http://us.imdb.com/M/title/exact?Great%20White%20Hype,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Sport",R,91 min,"The boxing champ's promoter thinks change is needed. He finds the one man who's beaten his champ, a white man now in a rock band. Like Rocky, he trains heavily whereas the champ slacks.","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}]","$8,008,255",N/A,"10,797",03 May 1996,https://m.media-amazon.com/images/M/MV5BZDUzZjhiMjktOTdiNi00MTliLWE1NjItMTIxZGMyY2FmZjhmXkEyXkFqcGc@._V1_SX300.jpg,5.5
825,The Arrival,31,5,1996,"http://us.imdb.com/M/title/exact?Arrival,%20The%20(1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1996,"Mystery, Sci-Fi, Thriller",PG-13,115 min,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","$14,063,331",56,"39,025",31 May 1996,https://m.media-amazon.com/images/M/MV5BZTRhNGFlMWUtOTZiMy00NzZiLTk4NDQtY2E1NzRlZDFkNzY1XkEyXkFqcGc@._V1_SX300.jpg,6.2
826,The Phantom,7,6,1996,"http://us.imdb.com/M/title/exact?Phantom,%20The%20(1996)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Action, Adventure, Comedy",PG,100 min,"The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ultimate power.","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '53/100'}]","$17,323,326",53,"36,312",07 Jun 1996,https://m.media-amazon.com/images/M/MV5BNmM1MWM0OTYtNjA4MC00ZDNmLTllYWItYzcxMjNmMDgwM2FjXkEyXkFqcGc@._V1_SX300.jpg,5.1
827,Daylight ,6,12,1996,http://us.imdb.com/M/title/exact?Daylight%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1996,"Action, Adventure, Drama",PG-13,114 min,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","$33,023,469",47,"77,860",06 Dec 1996,https://m.media-amazon.com/images/M/MV5BZTM2YTg0OWUtODc5ZC00ZGU2LWFkZGYtMDFmZGE3NzFhYjM4XkEyXkFqcGc@._V1_SX300.jpg,5.9
828,Alaska ,21,8,1996,http://us.imdb.com/M/title/exact?Alaska%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Adventure, Drama, Family",PG,109 min,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]","$11,829,959",N/A,"5,934",14 Aug 1996,https://m.media-amazon.com/images/M/MV5BMjkzZDY1MTMtZGNlMi00YzFkLTk1NDUtOWJjYWUxZTRkYWU1XkEyXkFqcGc@._V1_SX300.jpg,5.7
829,Fled ,19,7,1996,http://us.imdb.com/M/title/exact?Fled%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Action, Adventure, Crime",R,98 min,Two prisoners chained together flee during an escape attempt gone bad.,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]","$17,193,231",N/A,"9,971",19 Jul 1996,https://m.media-amazon.com/images/M/MV5BYjJhMjczNWItYTQ0ZS00MTI3LTlkMGUtZGVkNzFhYTQxMDNlXkEyXkFqcGc@._V1_SX300.jpg,5.4
830,Power 98 ,17,5,1996,http://us.imdb.com/M/title/exact?Power%2098%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1996,"Action, Mystery, Thriller",R,89 min,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,N/A,316,17 May 1996,https://m.media-amazon.com/images/M/MV5BMTA1NDAxMzQxMjBeQTJeQWpwZ15BbWU3MDM0NTkwMjE@._V1_SX300.jpg,4.5
831,Escape from L.A. ,9,8,1996,http://us.imdb.com/M/title/exact?Escape%20from%20L.A.%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1996,"Action, Adventure, Sci-Fi",R,101 min,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '54/100'}]","$25,477,365",54,"82,105",09 Aug 1996,https://m.media-amazon.com/images/M/MV5BNzM0NjI1MjItYzYwNS00YTQzLThlOGMtMmFkZTIyN2MxNGUyXkEyXkFqcGc@._V1_SX300.jpg,5.7
832,Bogus ,6,9,1996,http://us.imdb.com/M/title/exact?Bogus%20(1996),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Family, Fantasy",PG,110 min,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}]","$4,357,406",N/A,"7,113",06 Sep 1996,https://m.media-amazon.com/images/M/MV5BNTY1YTZmYjMtYjMyMS00YzE0LWJjYjEtMzA4MDBhNjEwMzdlXkEyXkFqcGc@._V1_SX300.jpg,5.4
833,Bulletproof ,6,9,1996,http://us.imdb.com/M/title/exact?Bulletproof%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Action, Comedy, Crime",R,84 min,"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '30/100'}]","$21,576,954",30,"40,757",06 Sep 1996,https://m.media-amazon.com/images/M/MV5BMjUzY2NhNTgtMTMxYS00ZjdiLWI0NTMtY2VmOTA1NmE4MjcwXkEyXkFqcGc@._V1_SX300.jpg,5.8
834,Halloween: The Curse of Michael Myers ,1,1,1995,http://us.imdb.com/M/title/exact?Halloween:%20The%20Curse%20of%20Michael%20Myers%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1995,"Horror, Thriller",R,87 min,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '10/100'}]","$15,116,634",10,"43,664",29 Sep 1995,https://m.media-amazon.com/images/M/MV5BY2YyN2U1YjctMzMyNS00YmQyLWI5ZjUtYjUwMWU0MmYxZmU1XkEyXkFqcGc@._V1_SX300.jpg,4.7
835,The Gay Divorcee,1,1,1934,http://us.imdb.com/M/title/exact?Gay%20Divorcee%2C%20The%20%281934%29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,1934,"Comedy, Musical, Romance",Approved,107 min,A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",N/A,80,"8,808",12 Oct 1934,https://m.media-amazon.com/images/M/MV5BZGIyNzhjN2UtZjllNS00ZDg5LWFkMTgtMGJjYWYwMDQ4NDI3XkEyXkFqcGc@._V1_SX300.jpg,7.4
836,Ninotchka ,1,1,1939,http://us.imdb.com/M/title/exact?Ninotchka%20(1939),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1939,"Comedy, Romance",Approved,110 min,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,N/A,"23,461",23 Nov 1939,https://m.media-amazon.com/images/M/MV5BNTllODg3NmItOTY2Yi00NDhkLWE2OWYtNmE0ZWU4NTZiYjljXkEyXkFqcGc@._V1_SX300.jpg,7.8
837,Meet John Doe ,1,1,1941,http://us.imdb.com/M/title/exact?Meet%20John%20Doe%20(1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1941,"Comedy, Drama, Romance",Approved,122 min,"A penniless drifter is recruited by an ambitious columnist to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins.","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,N/A,"15,293",03 May 1941,https://m.media-amazon.com/images/M/MV5BNTVkYTIwMmUtOTkyNC00OGRjLTlhNDktNGU0YjhjYWU1ODQwXkEyXkFqcGc@._V1_SX300.jpg,7.6
838,In the Line of Duty 2 ,30,8,1996,http://us.imdb.com/M/title/exact?In%20the%20Line%20of%20Duty%202%20(1987),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2023,"Action, Comedy, Crime",TV-MA,78 min,N/A,[],N/A,N/A,N/A,06 Jan 2023,N/A,N/A
839,Loch Ness ,1,1,1995,http://us.imdb.com/M/title/exact?Loch%20Ness%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1996,"Adventure, Drama, Fantasy",PG,101 min,A scientist tries to prove the existence of the Loch Ness monster.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,N/A,"5,012",20 Sep 1996,https://m.media-amazon.com/images/M/MV5BM2MxN2U4ZTUtMjMxYS00OWI0LTk3MDktNGM1ODEyZDY0YzQ1XkEyXkFqcGc@._V1_SX300.jpg,5.5
840,Last Man Standing ,20,9,1996,http://us.imdb.com/M/title/exact?Last%20Man%20Standing%20(1996/I),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,1996,"Action, Crime, Drama",R,101 min,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","$18,115,927",44,"61,690",20 Sep 1996,https://m.media-amazon.com/images/M/MV5BOTk5MWVmNzYtNzllZi00YTAxLWE5ZDUtNDdiYzM2OTY1M2U4XkEyXkFqcGc@._V1_SX300.jpg,6.4
841,The Glimmer Man,4,10,1996,"http://us.imdb.com/M/title/exact?Glimmer%20Man,%20The%20(1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1996,"Action, Comedy, Crime",R,91 min,"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]","$20,351,264",33,"21,633",04 Oct 1996,https://m.media-amazon.com/images/M/MV5BYTZkODA2ZjAtNDc5YS00N2ExLWEwYjEtNjRiYWM5MTA5N2UyXkEyXkFqcGc@._V1_SX300.jpg,5.4
842,Pollyanna ,1,1,1960,http://us.imdb.com/M/title/exact?Pollyanna%20(1960),0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1960,"Comedy, Drama, Family",G,134 min,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",N/A,66,"11,681",19 May 1960,https://m.media-amazon.com/images/M/MV5BNjA5MDU4NmMtNTVkMi00ODQxLWJmMjgtYzJmYjY1MWNkNDc5XkEyXkFqcGc@._V1_SX300.jpg,7.4
843,The Shaggy Dog,1,1,1959,"http://us.imdb.com/M/title/exact?Shaggy%20Dog,%20The%20(1959)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2006,"Comedy, Family, Fantasy",PG,98 min,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","$61,123,569",43,"20,431",10 Mar 2006,https://m.media-amazon.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1_SX300.jpg,4.4
844,Freeway ,23,8,1996,http://us.imdb.com/M/title/exact?Freeway%20(1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Crime, Drama, Thriller",R,104 min,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '61/100'}]","$295,493",61,"32,734",03 Sep 1997,https://m.media-amazon.com/images/M/MV5BOTliYjdlMTctMjgxZC00MDExLThhODktZjk3NGI4ZDE3YjEyXkEyXkFqcGc@._V1_SX300.jpg,6.8
845,That Thing You Do! ,28,9,1996,http://us.imdb.com/M/title/exact?That%20Thing%20You%20Do!%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1996,"Comedy, Drama, Music",PG,108 min,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","$25,857,416",71,"75,183",04 Oct 1996,https://m.media-amazon.com/images/M/MV5BYTk4MmU0NTMtYzFiYi00NWRiLTkzYWEtNWM2Mzk5YTMwNThjXkEyXkFqcGc@._V1_SX300.jpg,7.0
846,To Gillian on Her 37th Birthday ,18,10,1996,http://us.imdb.com/M/title/exact?To%20Gillian%20on%20Her%2037th%20Birthday%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1996,"Drama, Fantasy, Romance",PG-13,93 min,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}]","$4,189,233",N/A,"5,168",25 Oct 1996,https://m.media-amazon.com/images/M/MV5BODczZTdlZWUtMGJhMy00ZmIxLWE2NzItMzBiMGExMmJhYWE2XkEyXkFqcGc@._V1_SX300.jpg,5.8
847,Looking for Richard ,11,10,1996,http://us.imdb.com/M/title/exact?Looking%20for%20Richard%20(1996),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1996,"Documentary, Drama",PG-13,111 min,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]","$1,408,575",N/A,"8,613",11 Oct 1996,https://m.media-amazon.com/images/M/MV5BN2EwYTM3MmYtYjIzNi00YzQ3LWE1YWMtMjQwNzI0ODIyN2ZjXkEyXkFqcGc@._V1_SX300.jpg,7.3
848,"Murder, My Sweet ",1,1,1944,"http://us.imdb.com/M/title/exact?Murder,%20My%20Sweet%20(1944)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,1944,"Crime, Drama, Film-Noir",Approved,95 min,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,N/A,"15,114",22 Feb 1945,https://m.media-amazon.com/images/M/MV5BMTQ0NzM2NzctYjI1Yi00NWEzLWFhNTYtYjFkN2QwZGRkNDlhXkEyXkFqcGc@._V1_SX300.jpg,7.5
849,Days of Thunder ,1,1,1990,http://us.imdb.com/M/title/exact?Days%20of%20Thunder%20(1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1990,"Action, Drama, Sport",PG-13,107 min,A young hot-shot stock car driver gets his chance to compete at the top level.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","$82,670,733",60,"98,304",27 Jun 1990,https://m.media-amazon.com/images/M/MV5BNjM0NjgwYjAtMjQ3Mi00NDY1LTgwMDktZGJkOGRkMTBkMDA2XkEyXkFqcGc@._V1_SX300.jpg,6.1
850,A Perfect Candidate,27,9,1996,"http://us.imdb.com/M/title/exact?Perfect%20Candidate,%20A%20(1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1996,Documentary,N/A,105 min,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]","$134,485",N/A,290,19 Apr 1996,https://m.media-amazon.com/images/M/MV5BMTMzMjgyMjI2N15BMl5BanBnXkFtZTcwMzg1NTUyMQ@@._V1_SX300.jpg,7.3
851,Two or Three Things I Know About Her ,1,1,1966,http://us.imdb.com/M/title/exact?Deux%20ou%20trois%20choses%20que%20je%20sais%20d'elle%20(1966),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
